StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID103,QID102,QID105,QID1_1,QID2,QID295,QID8,Q312,QID293,QID304,QID296,Q313_1,QID308_1,QID309_1,QID310_1,QID311_1,QID297,QID299,QID301_1,QID303_1,QID305,Q_RecaptchaStatus,Q_RecaptchaError,PROLIFIC_PID,SESSION_ID,STUDY_ID,Attention
2026-04-09 18:07:56,2026-04-09 18:15:55,IP Address,151.181.202.109,100,478,True,2026-04-09 18:15:56,R_76elCytbOADmyw9,,,,,40.6713,-73.8943,anonymous,EN-GB,1,I agree to participate in this study!,69ab808bb991b6e1edfb720d,"Somewhat unlikely,Extremely likely",1986,Female,United States of America,Working full time now,Yes,Daily Newspaper,More than 5 years,Reporter,20,10,50,40,20,Strongly agree,Strongly agree,90,10,"Most journalists are not using AI, and are extremely against any use of generative AI in journalism. However, the few who use it are doing so because editors are placing an inordinate amount of work on them that they could never be able to do without using a cheat code of some sort. The work is compromised, and sources are often lost in the process, but we are living in an era where high-volume productivity is prioritized over all. It's an extremely dangerous game to play because it undermines credibility with sources, erodes trust with readers, and creates newsroom divisions. At the end of the day, it's not an editor's name on new stories, it's the name of the writer. The editor and the company may be forcing AI against the will of the writer, but when a mistake is made because of AI, aren't the ones who garner the blame or the consequences.  ",complete,,69ab808bb991b6e1edfb720d,69d83f564ad5b37675b77f3f,69a1c569e7793dacfe90e35b,
2026-04-09 18:18:32,2026-04-09 18:27:07,IP Address,201.141.36.22,100,515,True,2026-04-09 18:27:08,R_71pHcRFWlzczwC4,,,,,19.3624,-99.2073,anonymous,EN-GB,0.30000001192092896,I agree to participate in this study!,613ad089983f33fc8194d601,"Somewhat unlikely,Extremely likely",1998,Non-binary,Mexico,Working part time now,"No, but I have in the past",Online Newspaper,Between 3 years and 5 years,Reporter,70,40,20,20,15,Strongly agree,Strongly agree,50,60,"I think it's because of time, the demand for news and articles is fast, some days are harder to keep up with the news, so journalists turn to AI to write faster and to get images that don't require any licensing ",complete,,613ad089983f33fc8194d601,69d841d15651c3ed58fe8e47,69a1c569e7793dacfe90e35b,
2026-04-09 21:06:28,2026-04-09 21:07:17,IP Address,123.20.87.70,100,48,True,2026-04-09 21:07:17,R_9soUyNgwRTnvFxn,,,,,10.822,106.6257,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,68e54852921065516b57796a,"Somewhat likely,Extremely likely",,,,,,,,,,,,,,,,,,,complete,,68e54852921065516b57796a,69d8692c63c8c4f5884e41b7,69a1c569e7793dacfe90e35b,0
2026-04-09 21:29:12,2026-04-09 21:35:10,IP Address,68.5.180.49,100,357,True,2026-04-09 21:35:10,R_1szBEmrkC8Ta4Ll,,,,,33.5679,-117.7046,anonymous,EN-GB,1,I agree to participate in this study!,63e5e4a0e6325fe0fabe8ee6,"Somewhat unlikely,Extremely likely",1976,Male,United States of America,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,15,55,35,30,56,Strongly agree,Strongly agree,80,20,"Just like all careers, there are some lazy people in every profession. Some journalists take the easy way out and ""cheat"" so to speak to make their jobs easier. That's not to say there aren't benefits to AI, but it can create a layer of nonchalance or enable incompetence.",complete,,63e5e4a0e6325fe0fabe8ee6,69d86e84ceb8a098bd87c87a,69a1c569e7793dacfe90e35b,
2026-04-09 21:33:50,2026-04-09 21:37:53,IP Address,80.192.248.74,100,242,True,2026-04-09 21:37:53,R_8GMqkkCQM2VUymB,,,,,52.5665,-1.8159,anonymous,EN-GB,0.800000011920929,I agree to participate in this study!,6156efd0268e3da5124dc072,"Somewhat unlikely,Extremely likely",1974,Female,United Kingdom,Working full time now,"No, but I have in the past",TV,More than 5 years,Editor,55,37,35,12,19,Strongly disagree,Strongly disagree,7,97,AI is less biased and can help brainstorm an article in a more structured manner. AI is a better journalist that us given ground truth,complete,,6156efd0268e3da5124dc072,69d86f904ad18bb67f64f218,69a1c569e7793dacfe90e35b,
2026-04-10 00:11:07,2026-04-10 00:14:20,IP Address,71.206.122.69,100,193,True,2026-04-10 00:14:21,R_3dSb7vhbLpityE1,,,,,36.1579,-86.8608,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5f16195dc1ac14769930915c,"Somewhat unlikely,Extremely likely",1999,Female,United States of America,Working full time now,Yes,TV,More than 5 years,Reporter,67,14,3,2,3,Strongly agree,Somewhat disagree,95,37,"At least at my job, we use it for several reasons. One allows us to transform broadcast scripts to web articles, which helps save time. I also think it can help people dive deeper into learning more about a topic.",complete,,5f16195dc1ac14769930915c,69d8947663cab3c99e43c254,69a1c569e7793dacfe90e35b,
2026-04-10 00:39:41,2026-04-10 00:47:13,IP Address,105.27.177.154,100,452,True,2026-04-10 00:47:14,R_2BlZKkWmVzUk8E1,,,,,-26.2309,28.0583,anonymous,EN-GB,1,I agree to participate in this study!,6113eccbcc65fbc709e3d5b1,"Somewhat unlikely,Extremely likely",1992,Female,South Africa,Working full time now,Yes,TV,More than 5 years,Editor,57,35,7,26,25,Somewhat agree,Neither agree nor disagree,67,64,"It just makes the work easier for them. 

To generate pictures which are sometimes hard to find and AI can assist with creating those images.

Some use it for correction and refining their work. ",complete,,6113eccbcc65fbc709e3d5b1,69d89b1ade04bb421d4d1ac6,69a1c569e7793dacfe90e35b,
2026-04-10 01:12:20,2026-04-10 01:17:20,IP Address,188.126.132.218,100,299,True,2026-04-10 01:17:21,R_2dEemtDIiNlRLeV,,,,,41.4151,1.9221,anonymous,EN-GB,0.800000011920929,I agree to participate in this study!,697d009b67316107a6b3b6d3,"Somewhat unlikely,Extremely likely",1992,Female,Spain,Working full time now,Yes,TV,More than 5 years,Editor,60,60,20,60,19,Neither agree nor disagree,Strongly disagree,40,50,Probably because it avoids the issue of image rights.,complete,,697d009b67316107a6b3b6d3,69d8a2d1de1084479316c0b3,69a1c569e7793dacfe90e35b,
2026-04-10 01:28:02,2026-04-10 01:34:11,IP Address,150.214.205.85,100,368,True,2026-04-10 01:34:11,R_2PTrwGFucSRQGUN,,,,,37.1757,-3.5975,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,69846d094dc374e9edefa82d,"Somewhat unlikely,Extremely likely",2005,Male,Spain,Working part time now,Yes,Online Newspaper,Less than 1 year,Editor,64,50,75,62,43,Strongly agree,Neither agree nor disagree,68,40,"I believe it seems easier that way. Every day there are more and more news and information, and journalist are asked to cover everything, so AI seems handful in this cases. If they have to cover more and more news and they are paid the same, they will have to use other tools.",complete,,69846d094dc374e9edefa82d,69d8a675df1ca8bd93d4f33d,69a1c569e7793dacfe90e35b,
2026-04-10 02:14:54,2026-04-10 02:28:04,IP Address,37.48.32.184,100,790,True,2026-04-10 02:28:06,R_2N4TUJJEBW5Vfva,,,,,50.0883,14.4124,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5f64723b5dab682107254ff6,"Somewhat unlikely,Extremely likely",1995,Male,Czech Republic,Working full time now,Yes,Online Newspaper,Between 3 years and 5 years,Editor,30,30,20,30,20,Strongly agree,Strongly disagree,90,80,"AI may help with faster processing of text, developing or structuring of ideas, fast raw translations. Some operations that would require a lot of sometimes mindless work and time can be done way faster. In case of using AI to generate images it is in my opinion an easy and basically free way to get evocative pictures that are relevant to the story of the articles.",complete,,5f64723b5dab682107254ff6,69d8b17cdb7423b383a2b43f,69a1c569e7793dacfe90e35b,
2026-04-10 02:50:36,2026-04-10 02:55:19,IP Address,46.6.216.26,100,283,True,2026-04-10 02:55:20,R_25YDxvEFtPDRX7v,,,,,36.7162,-4.4161,anonymous,EN-GB,1,I agree to participate in this study!,697b1a2edb6878a6779c32e1,"Somewhat unlikely,Extremely likely",1990,Male,Spain,Temporarily laid off,"No, I have never worked as journalist",TV,Less than 1 year,Columnist,50,63,45,68,41,Somewhat agree,Somewhat agree,76,66,"Creo que es porque facilita mucho las cosas ",complete,,697b1a2edb6878a6779c32e1,69d8b9d502c8b679c5a0b3f8,69a1c569e7793dacfe90e35b,
2026-04-10 03:26:18,2026-04-10 03:33:11,IP Address,188.146.34.46,100,412,True,2026-04-10 03:33:12,R_8IXcOKeKdsgTN3J,,,,,52.2265,21.0097,anonymous,EN-GB,1,I agree to participate in this study!,698e0215742d31d1ef7d3058,"Somewhat unlikely,Extremely likely",1985,Female,Poland,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,3,10,3,4,0,Strongly agree,Strongly disagree,10,79,"It is useful for research and analyse data, also for audio transcription. Some of journalist are using AI cause the pathology of media outlets - you have to work a lot, write three-five articles per day, so you are looking a tool which helps you keep the pace. ",complete,,698e0215742d31d1ef7d3058,69d8c231d7cb775c54ff4560,69a1c569e7793dacfe90e35b,
2026-04-10 08:23:56,2026-04-10 08:35:47,IP Address,46.176.135.126,100,711,True,2026-04-10 08:35:48,R_2cjic32nJXmlKQ9,,,,,37.9842,23.7353,anonymous,EN-GB,1,I agree to participate in this study!,605cbe8b7f9a8ed7968fdbec,"Somewhat unlikely,Extremely likely",1999,Male,Greece,Working full time now,"No, I have never worked as journalist",Freelance,Less than 1 year,Opinion Writer,40,35,61,57,67,Somewhat agree,Somewhat disagree,58,33,"In order to work faster and to be able to produce more work in the same amount of time.
It can be the reason that people tend to forget how to use gramar/write properly because they get used to write with AI only.
On top of this, some journalist can be just lazy enough to write a complete article from scratch.",complete,,605cbe8b7f9a8ed7968fdbec,69d9079fcaab52c8dccab576,69a1c569e7793dacfe90e35b,
2026-04-10 09:25:47,2026-04-10 09:31:13,IP Address,176.186.189.233,100,325,True,2026-04-10 09:31:13,R_2R95DSMMGMHqujw,,,,,48.7967,2.3338,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6984acb2474af787b5b94b96,"Somewhat unlikely,Extremely likely",1989,Male,France,Working full time now,Yes,Online Newspaper,More than 5 years,Reporter,15,40,5,30,10,Strongly agree,Somewhat agree,50,70,"They use it mostly to reduce the workload and/or increase output. 
The use ranges from using audio transcript tools to general ai to generate text, often to quickly publish press releases.

Some of them also use AI to generate pictures quickly instead of using stock images.",complete,,6984acb2474af787b5b94b96,69d916750e3d6ca875d780e0,69a1c569e7793dacfe90e35b,
2026-04-10 14:45:49,2026-04-10 14:52:17,IP Address,41.123.241.159,100,387,True,2026-04-10 14:52:18,R_8OvmHxuHpBN3I30,,,,,-25.757,28.1443,anonymous,EN-GB,1,I agree to participate in this study!,615ed8e4c21f02c04a07edac,"Somewhat unlikely,Extremely likely",1990,Male,South Africa,Working full time now,"No, but I have in the past",Daily Newspaper,Between 3 years and 5 years,Editor,50,45,38,35,32,Strongly agree,Neither agree nor disagree,52,33,"They use AI in absence of original pictures or voices, AI can be used to fill gaps and bring a better idea to the readers.",complete,,615ed8e4c21f02c04a07edac,69d961722c0847eb00df5698,69a1c569e7793dacfe90e35b,
2026-04-10 17:09:05,2026-04-10 17:11:25,IP Address,132.198.204.249,100,140,True,2026-04-10 17:11:25,R_3Kw7jHxN7Og5Uve,,,,,44.5146,-73.2465,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,698ce28a36ecc0eae5bd5042,"Somewhat unlikely,Extremely likely",2004,Female,United States of America,Working part time now,Yes,Online Newspaper,Between 3 years and 5 years,Editor,51,51,35,20,10,Strongly agree,Strongly agree,90,40,Support their writing,complete,,698ce28a36ecc0eae5bd5042,69d9830dbfe136f7244dd85f,69a1c569e7793dacfe90e35b,
2026-04-10 19:02:34,2026-04-10 19:07:57,IP Address,24.22.145.215,100,322,True,2026-04-10 19:07:58,R_6V52NKIpUj2wLU5,,,,,46.9763,-123.7965,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,664ec4ec38b0fba80d81b607,"Somewhat unlikely,Extremely likely",1990,Male,United States of America,Working part time now,"No, but I have in the past",Freelance,Between 3 years and 5 years,Opinion Writer,90,27,4,9,2,Strongly agree,Somewhat disagree,90,39,"I know that many journalists are using at least minimal AI to help spell-check and support grammar for the article writing. They use it sparingly and as a proofread to more efficiently edit their articles. In the case of images, I've never experienced journalists in my field working with AI to brush up images, but can imagine journalists using AI in place of Adobe to frame and border certain images.",complete,,664ec4ec38b0fba80d81b607,69d99da4757912917f5d7c20,69a1c569e7793dacfe90e35b,
2026-04-11 02:14:00,2026-04-11 02:21:11,IP Address,45.159.88.68,100,430,True,2026-04-11 02:21:11,R_8o6yPa51Gz1P2LN,,,,,51.5081,-0.1278,anonymous,EN-GB,1,I agree to participate in this study!,5dda6dadfce6069ce974100d,"Somewhat unlikely,Extremely likely",1979,Female,United Kingdom,Working part time now,Yes,Daily Newspaper,More than 5 years,Editor,20,30,15,15,10,Somewhat agree,Strongly agree,75,40,AI has many uses beyond generating copy. It can be used as a tool by subeditors to generate quick alt copy for images (for visually impaired readers) or by reporters to collate data. It can be a useful tool if used sparingly and with the appropriate guardrails.,complete,,5dda6dadfce6069ce974100d,69da02bfb922fa4348a5f2aa,69a1c569e7793dacfe90e35b,
2026-04-11 08:55:47,2026-04-11 09:02:38,IP Address,90.207.183.68,100,411,True,2026-04-11 09:02:39,R_2fdqdcGbKS1hev0,,,,,50.3345,-4.7636,anonymous,EN-GB,0.699999988079071,I agree to participate in this study!,60b7d053a787ce9076e74227,"Somewhat unlikely,Extremely likely",2001,Female,United Kingdom,Working full time now,"No, but I have in the past",Online Newspaper,Between 1 year and 3 years,Reporter,10,25,10,10,10,Strongly agree,Somewhat disagree,80,30,"I think journalists are using AI in their articles as a way to speed up the writing process. When working to tight deadlines, using AI can be a way to ensure accuracy in spelling and grammar, which will result in less time spent proof reading. It can also be used for help to write in a way that is concise and well articulated. Another option could be to write the article themselves, and then use AI to check it is written in the house style guide as one final check before publication. ",complete,,60b7d053a787ce9076e74227,69da60edffbec0567ba95de7,69a1c569e7793dacfe90e35b,
2026-04-11 09:06:59,2026-04-11 09:09:04,IP Address,176.27.251.189,100,125,True,2026-04-11 09:09:04,R_8f3Hss6wQXQUiEE,,,,,53.5815,-2.1778,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6172aa09d3e15e3231662987,"Somewhat unlikely,Extremely likely",2000,Female,United Kingdom,Working full time now,Yes,Weekly Newspaper,Between 1 year and 3 years,Reporter,65,37,10,22,7,Strongly agree,Strongly agree,100,11,I think journalists use AI in their articles because they are under pressure to get a certain amount of articles published. I think a lot of reporters have high targets they feel they need to meet. I think Ai can also be used to speed up the process of putting out a boring press release so they can focus on something else.,complete,,6172aa09d3e15e3231662987,69da638e140d5de7d6a44824,69a1c569e7793dacfe90e35b,
2026-04-11 16:21:21,2026-04-11 16:28:55,IP Address,71.172.127.159,100,454,True,2026-04-11 16:28:56,R_3NMob2D8Nu9AldD,,,,,40.7424,-74.0325,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,677b09ceb8f9ae361a14a9ae,"Somewhat unlikely,Extremely likely",1995,Female,United States of America,Working full time now,Yes,Blog,Between 3 years and 5 years,Editor,40,50,35,20,15,Strongly agree,Somewhat disagree,90,50,"I think journalists are using AI to help simplify tasks that may take up too much time, for example going through a large amount of data or study with lots of statistics. Might be easier in this case to use AI to help summarize the information faster and put together the story in a much shorter amount of time, without all the extra work of wading through countless numbers. ",complete,,677b09ceb8f9ae361a14a9ae,69dac95ce4a846fff5a2995a,69a1c569e7793dacfe90e35b,
2026-04-11 20:36:02,2026-04-11 20:40:31,IP Address,71.84.234.29,100,268,True,2026-04-11 20:40:32,R_6wVts8Kv1bbWdgZ,,,,,34.1473,-118.1446,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,578eb23fc6144900014a2c15,"Somewhat unlikely,Extremely likely",1982,Female,United States of America,Working full time now,Yes,Freelance,More than 5 years,Editor,25,30,5,5,5,Strongly agree,Strongly agree,95,50,"I think it really depends on the type of journalist. Those who are required to produce a ton of content a day are probably using AI a lot to draft simply because it's much faster and there's no way to produce that much original content. Those who have longer lead times might use AI to draft but will ultimately go and revise based on their own writing. In general, I think if journalists are using AI in their writing, it's mostly because of time crunch.",complete,,578eb23fc6144900014a2c15,69db050d73dbba67073da72a,69a1c569e7793dacfe90e35b,
2026-04-11 20:41:31,2026-04-11 20:45:00,IP Address,73.53.96.188,100,209,True,2026-04-11 20:45:01,R_747dlNZKhpWjQT6,,,,,47.63,-122.2972,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,677cb7bf838dfe3cab0a0bac,"Somewhat unlikely,Extremely likely",1993,Female,United States of America,Working full time now,"No, but I have in the past",TV,Between 3 years and 5 years,Reporter,50,35,33,35,35,Strongly agree,Strongly agree,70,40,"I think journalists probably use AI because newsrooms are constantly laying off staff and not rehiring. Journalism is a dying industry there is no money and so the newsrooms are shrinking while the amount of content they are expected to produce remains the same so I'm sure some journalists have thought about how they can use AI to complete all the work expected of them,",complete,,677cb7bf838dfe3cab0a0bac,69db06571bc8b8a6b73f2df5,69a1c569e7793dacfe90e35b,
2026-04-12 03:48:46,2026-04-12 03:54:13,IP Address,82.132.214.144,100,326,True,2026-04-12 03:54:13,R_8QXIefwxLAGbvQI,,,,,51.5116,-0.1956,anonymous,EN-GB,1,I agree to participate in this study!,5d24ffbeda2dac001a370138,"Somewhat unlikely,Extremely likely",1984,Female,United Kingdom,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,73,25,14,7,7,Strongly agree,Strongly agree,69,40,"For speed, to update lower-value content (eg e-commerce SEO-focused pieces), because of pressure/mandate to do so, out of curiosity.",complete,,5d24ffbeda2dac001a370138,69db6a77027ae50b8e48ea7b,69a1c569e7793dacfe90e35b,
2026-04-12 06:49:04,2026-04-12 06:49:50,IP Address,165.16.182.182,100,45,True,2026-04-12 06:49:50,R_2t4niCX94uXRHhW,,,,,-26.2309,28.0583,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,69daa62efcd5dd690bbd1cd1,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,69daa62efcd5dd690bbd1cd1,69db948937db6e86751fef88,69a1c569e7793dacfe90e35b,0
2026-04-12 08:44:10,2026-04-12 08:45:14,IP Address,172.59.136.122,100,63,True,2026-04-12 08:45:14,R_19nNgxI4VwjBMSj,,,,,40.4422,-79.9927,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,67afa55fbc4aa45a19e07e11,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,67afa55fbc4aa45a19e07e11,69dbafaede9060a4b80d0729,69a1c569e7793dacfe90e35b,0
2026-04-12 11:48:22,2026-04-12 11:57:34,IP Address,172.56.34.198,100,551,True,2026-04-12 11:57:34,R_6aRbb92cl16vLyh,,,,,40.6764,-73.8753,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6941bbc4f295a5ab44463bb8,"Somewhat unlikely,Extremely likely",1990,Female,United States of America,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,80,30,10,16,10,Strongly agree,Strongly agree,94,10,"I think journalists might be using AI in their articles firstly, because their management is making them use AI. A second reason could be for data sorting – AI does make it easier to comb thru large files and datasets. Another reason could be for research. I don't think many journalists are using AI to actually write their articles.  ",complete,,6941bbc4f295a5ab44463bb8,69dbdababbe39654d8c9a59f,69a1c569e7793dacfe90e35b,
2026-04-12 13:36:31,2026-04-12 13:37:10,IP Address,138.28.60.234,100,38,True,2026-04-12 13:37:11,R_7wvtO204bgjVtba,,,,,42.0228,-91.6572,anonymous,EN-GB,0.5,I agree to participate in this study!,69db0d18f4e828f3974d5586,"Somewhat likely,Extremely likely",,,,,,,,,,,,,,,,,,,complete,,69db0d18f4e828f3974d5586,69dbf4358ee54bd2ba457c71,69a1c569e7793dacfe90e35b,0
2026-04-12 13:46:49,2026-04-12 13:47:39,IP Address,99.93.176.34,100,50,True,2026-04-12 13:47:40,R_50Kyu0Rjpw8cHVT,,,,,42.4261,-83.2514,anonymous,EN-GB,1,I agree to participate in this study!,69c09bef175bce2ef2b2e390,Extremely likely,,,,,,,,,,,,,,,,,,,complete,,69c09bef175bce2ef2b2e390,69dbf6a01a61722b9fd9a9bf,69a1c569e7793dacfe90e35b,0
2026-04-12 15:42:06,2026-04-12 15:46:13,IP Address,85.138.119.121,100,246,True,2026-04-12 15:46:13,R_2ETv3TuRTg9hpol,,,,,37.1357,-8.5398,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6986f37ad835ed11d05e0b78,"Somewhat unlikely,Extremely likely",1999,Female,Portugal,Working full time now,Yes,Freelance,More than 5 years,Editor,85,85,12,11,1,Strongly agree,Somewhat agree,89,57,"I think AI is good if used to correct grammar mistakes or provide insightful comments on how writers might improve their work. However, I don't think they should be using AI to get them ideas or even facts. That is their job.",complete,,6986f37ad835ed11d05e0b78,69dc11a9c72cfe509856fe9b,69a1c569e7793dacfe90e35b,
2026-04-13 06:35:46,2026-04-13 06:39:20,IP Address,72.225.39.3,100,214,True,2026-04-13 06:39:21,R_510ZAl7RgtCJvqb,,,,,43.1311,-77.6053,anonymous,EN-GB,1,I agree to participate in this study!,5d4c7a1e2a25e5000114cf12,"Somewhat unlikely,Extremely likely",1999,Female,United States of America,Working full time now,"No, but I have in the past",Freelance,Between 3 years and 5 years,Opinion Writer,66,73,83,65,74,Somewhat agree,Neither agree nor disagree,64,65,Because Ai makes things look and sound more professional,complete,,5d4c7a1e2a25e5000114cf12,69dce30b2f0a7beb69d9dfd3,69a1c569e7793dacfe90e35b,
2026-04-13 09:03:01,2026-04-13 09:06:00,IP Address,174.254.191.223,100,179,True,2026-04-13 09:06:01,R_1BrGVR1rOMXFZSq,,,,,40.3052,-79.5418,anonymous,EN-GB,1,I agree to participate in this study!,6729bad18d2045651882cfed,"Somewhat unlikely,Extremely likely",1997,Male,United States of America,Working full time now,Yes,Freelance,Between 3 years and 5 years,Opinion Writer,9,45,5,3,0,Strongly agree,Strongly agree,12,40,"I think some journalists use AI as more of a tool, more to get the ideas in the brain flowing. Other “journalists” spew a bunch of information into AI and call it their own. I think AI is great as long as it’s partnered with the human brain.",complete,,6729bad18d2045651882cfed,69dd059f18344e83331b9483,69dcefc0e47bf6dd86e39ac4,
2026-04-13 09:48:37,2026-04-13 09:51:35,IP Address,68.101.64.50,100,177,True,2026-04-13 09:51:35,R_7eDk8sVQpDzrSru,,,,,29.6138,-82.386,anonymous,EN-GB,1,I agree to participate in this study!,695c0f7adf87826c3be4d813,"Somewhat unlikely,Extremely likely",2001,Female,United States of America,Student,Yes,Freelance,More than 5 years,Reporter,39,55,62,41,66,Somewhat agree,Somewhat disagree,58,30,I feel journalist that are using AI in their articles because they find it is easier for the writing process. It takes a load off their shoulder. I’ve noticed that people are taking too many shortcuts in the creative process.,complete,,695c0f7adf87826c3be4d813,69dd10400e64f29ad06a0c06,69dcefc0e47bf6dd86e39ac4,
2026-04-13 10:41:31,2026-04-13 10:50:37,IP Address,46.114.110.23,100,545,True,2026-04-13 10:50:37,R_8HpEmOqR5FxnYTv,,,,,50.9318,6.9312,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,6930748b559100a633e4e3db,"Somewhat unlikely,Extremely likely",1977,Male,Germany,Working full time now,Yes,Freelance,More than 5 years,Opinion Writer,80,35,10,20,5,Somewhat agree,Somewhat disagree,80,90,"to check if the written articles has errors - in orthography, grammar, style and logic; AI is good to generate some ideas, first impressions, first research with sources ",complete,,6930748b559100a633e4e3db,69dd1caecda6a51c2d4115d0,69dcefc0e47bf6dd86e39ac4,
2026-04-13 11:26:22,2026-04-13 11:26:54,IP Address,172.56.33.97,100,31,True,2026-04-13 11:26:54,R_7gCS8Hp4O1yRqq5,,,,,38.9034,-76.9882,anonymous,EN-GB,1,I agree to participate in this study!,69d009fe630268f57fbc39fd,"Extremely unlikely,Somewhat unlikely",,,,,,,,,,,,,,,,,,,complete,,69d009fe630268f57fbc39fd,69dd27382157bb17fd6f30df,69dcefc0e47bf6dd86e39ac4,0
2026-04-13 12:43:10,2026-04-13 12:46:38,IP Address,72.158.132.39,100,208,True,2026-04-13 12:46:39,R_5O6QU42Xo0k4bjs,,,,,38.894,-77.0365,anonymous,EN-GB,0.8999999761581421,I agree to participate in this study!,5b0029933c08a1000156662c,"Somewhat unlikely,Extremely likely",1992,Female,United States of America,Working full time now,Yes,Online Newspaper,More than 5 years,Editor,20,30,25,23,16,Strongly agree,Somewhat agree,79,49,"I think it depends on your use of AI. It’s a broad concept, but I use it sometimes to transcribe recordings. I think go listen to the recording to confirm it, but there is use of AI there and I’m sure other reporters do the same. I’m sure others use other tools, and some of those uses are ethical and others are not, in my opinion. ",complete,,5b0029933c08a1000156662c,69dd3937e9569be01a41076f,69dcefc0e47bf6dd86e39ac4,
2026-04-13 13:51:42,2026-04-13 13:52:38,IP Address,148.252.164.145,100,56,True,2026-04-13 13:52:38,R_8lwC0oxnSLh2zwB,,,,,51.4964,-0.1224,anonymous,EN-GB,1,I agree to participate in this study!,65844514b795d4e4cc920b26,Neither unlikely nor likely,,,,,,,,,,,,,,,,,,,complete,,65844514b795d4e4cc920b26,69dd494a87077306ff775f69,69dcefc0e47bf6dd86e39ac4,0
2026-04-13 20:07:28,2026-04-13 20:13:16,IP Address,12.75.8.64,100,348,True,2026-04-13 20:13:16,R_5DusylsUE2HtR5h,,,,,34.7448,-92.2883,anonymous,EN-GB,1,I agree to participate in this study!,669ff53556ef9a4ea2635e9a,"Somewhat unlikely,Extremely likely",2005,Non-binary,United States of America,Working part time now,Yes,Weekly Newspaper,Between 1 year and 3 years,Editor,53,55,5,28,2,Strongly agree,Strongly agree,83,32,"I think they are using it because it's almost become the norm to include some form of AI. Also if you can make it undetectable, then no one can truly notice. There is also a convenient aspect to it as well.",complete,,669ff53556ef9a4ea2635e9a,69dda15710b9ca6c90f2bdda,69dcefc0e47bf6dd86e39ac4,
2026-04-13 23:36:24,2026-04-13 23:40:35,IP Address,51.6.226.236,100,251,True,2026-04-13 23:40:35,R_2g5uKUUSEdCC2Ht,,,,,52.2242,0.1315,anonymous,EN-GB,1,I agree to participate in this study!,5ed4c3d73ac88100098198f1,"Somewhat unlikely,Extremely likely",1989,Female,United Kingdom,Working full time now,Yes,Weekly Newspaper,More than 5 years,Editor,30,26,10,16,7,Strongly agree,Strongly agree,87,20,Because of time pressures at some organisations to “churn out” articles. If someone has targets to meet of huge numbers of pieces then it might help them get there. I don’t believe any journalist goes into this profession wanting to write in this way using AI but the job situation they end up in might force them.,complete,,5ed4c3d73ac88100098198f1,69ddd251f972e65802ba8841,69dcefc0e47bf6dd86e39ac4,
2026-04-14 00:58:21,2026-04-14 01:11:35,IP Address,102.217.241.26,100,794,True,2026-04-14 01:11:35,R_8SJof2MeHIc90TB,,,,,-26.0977,27.768,anonymous,EN-GB,0.6000000238418579,I agree to participate in this study!,6710fc99667069679076d2a2,"Somewhat unlikely,Extremely likely",1994,Female,South Africa,Working full time now,Yes,Online Newspaper,Between 3 years and 5 years,Reporter,60,65,35,34,15,Strongly agree,Strongly disagree,51,80,I have been using AI for the longest time in my life so i do recognise a picture in an article generated from AI and a journalist would generate it because they do not want to post disturbing pictures so they would rather generate the one's which are appropriate to explain the situation.,complete,,6710fc99667069679076d2a2,69dde583b3717076efcd9e03,69dcefc0e47bf6dd86e39ac4,
